up_hydrosequence,down_hydrosequence,up_id3dhp,down_id3dhp,from_huc12,to_huc12,up_feature_type,down_feature_type,up_physicality,down_physicality,up_source_generation,down_source_generation,transition_class,transition_id
6172888,6153292,DRSBV,BH507,041000060201,041000060202,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6172888->6153292
11118502,11106759,DTMR8,FPS71,041000040502,041000040504,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11118502->11106759
7870613,7853727,DTU46,ERWL9,041000050102,041000050101,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7870613->7853727
7920578,7904011,DTU5S,2WDLJ,041000050102,041000050101,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7920578->7904011
12991515,12981444,DTY3D,85OUM,041000030203,041000030301,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12991515->12981444
9933149,9919273,DTY3Z,4S91U,041000030805,041000030806,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9933149->9919273
9244049,9228991,DTY9G,B9J7C,041000030806,041000030805,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9244049->9228991
5472492,5265998,DWNR6,FNYDT,041000070906,041000070907,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5472492->5265998
12488521,12477854,DWNUY,7F86I,041000030301,041000030304,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12488521->12477854
13130814,13121077,DWNVA,8I4AG,041000040105,041000040106,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13130814->13121077
8651960,8635548,DYGDY,7VMDG,041000071202,041000050101,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8651960->8635548
4226457,4203362,E1IGM,7TTCL,041000071208,041000071207,Canal,Waterbody Connector,canal,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4226457->4203362
7349775,7331912,E3JXY,BEBIK,041000050105,041000050103,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,7349775->7331912
10877985,10865706,E3NPO,DTXY9,041000030805,041000030707,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10877985->10865706
10890244,10878038,E3OBV,GEES7,041000030804,041000030803,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,10890244->10878038
2252425,2208581,E6D0Q,2UCF0,041000090602,041000090603,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,2252425->2208581
5974711,5954797,E6DKD,7TTB5,041000060204,041000060301,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5974711->5954797
7020309,7001698,E862B,E3BET,041000071203,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7020309->7001698
12147839,12137070,E87F4,7CKM,041000040401,041000040408,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12147839->12137070
11998561,11987885,E8I32,FQ3WY,041000030504,041000030506,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11998561->11987885
6212297,6192467,EB8RK,2UCUQ,041000080404,041000080405,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6212297->6192467
5635531,5615435,EB8SZ,8RUNH,041000070805,041000070801,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5635531->5615435
3918871,3894546,EB8T7,7OY0O,041000090101,041000090104,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3918871->3894546
5554340,5534004,EB8TB,9PXCP,041000080604,041000080605,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5554340->5534004
5472502,5451977,EB8VC,5O19Q,041000070904,041000070905,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5472502->5451977
9419577,9405492,ED2Z5,7QRLR,041000040603,041000040604,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9419577->9405492
12851571,12841479,ED3TD,B4DU9,041000040404,041000040405,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12851571->12841479
6014301,5994454,EDB4N,48RXS,041000050106,041000050201,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,6014301->5994454
11585335,11573850,EDEIO,5V0CZ,041000030707,041000030705,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11585335->11573850
12254165,12243610,EDF3A,2RN79,041000030701,041000030703,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12254165->12243610
11551176,11539962,EDFED,FBIDU,041000030802,041000030801,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,11551176->11539962
3139953,3109883,EG493,EPUF4,041000090401,041000090402,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3139953->3109883
6271255,6251603,EG4EF,B2JY6,041000060205,041000060202,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6271255->6251603
11730043,11719079,EI9IA,DYSGX,041000030703,041000030705,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11730043->11719079
12991516,12981444,EI9M9,85OUM,041000030203,041000030301,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12991516->12981444
3510582,3483659,EKZOZ,EB8DD,041000090506,041000090507,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3510582->3483659
6113867,6094100,EL03K,GJMDE,041000070405,041000070406,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6113867->6094100
7853690,7836732,EMSQT,5PTLS,041000071203,041000071202,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7853690->7836732
9891337,9877326,EMU8B,FUNUK,041000040604,041000040603,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9891337->9877326
6113906,6094140,EN13Z,9N3MA,041000050106,041000050201,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6113906->6094140
6388121,6368619,EN1BZ,DTU3C,041000050105,041000050106,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6388121->6368619
5452019,5431357,EN1CP,6O35O,041000050203,041000050202,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5452019->5431357
12041263,12030562,EN4QC,GJ9FX,041000030704,041000030706,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12041263->12030562
12643068,12632961,EN4QN,7OF0,041000030506,041000030504,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12643068->12632961
13180516,13170580,EN5D4,8AJTK,041000030702,041000030601,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13180516->13170580
12851663,12841576,EN5ED,31CLE,041000030504,041000030502,Waterbody Connector,Surface Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12851663->12841576
12338613,12327990,EPUY1,DI2RA,041000040302,041000040305,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12338613->12327990
6329721,6310357,EPUYB,DMX2E,041000070602,041000070603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6329721->6310357
7186256,7168050,ERWKL,CVSJM,041000050106,041000050105,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,7186256->7168050
8004332,7987614,ERWLX,AL4YL,041000050103,041000050102,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8004332->7987614
6427332,6407746,ERWMR,8AFEM,041000050105,041000050104,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6427332->6407746
12445582,12434952,ES03J,B4P28,041000030603,041000030602,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12445582->12434952
6310362,6290775,EUQMZ,88EQV,041000080503,041000080506,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6310362->6290775
12582266,12571946,EUQPQ,46RC5,041000030106,041000030302,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12582266->12571946
7001694,6982964,EWJEN,72FSD,041000071205,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7001694->6982964
7507585,7490035,EWJFJ,6NU74,041000071204,041000071203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7507585->7490035
7057281,7038800,EWJGG,AZHZA,041000071204,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7057281->7038800
12466938,12456207,EWKXP,AUOBG,041000040405,041000040305,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12466938->12456207
5533996,5513671,EZMC4,1RMKG,041000070803,041000070805,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5533996->5513671
5073823,5052269,EZMG1,F4HCM,041000070805,041000070806,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5073823->5052269
6677679,6658426,EZMG8,7TTCR,041000060103,041000060104,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6677679->6658426
8170014,8153321,F1NQT,EI5OH,041000050101,041000050102,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8170014->8153321
12296581,12285957,F1S0D,3Z7IW,041000030506,041000030801,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12296581->12285957
4900522,4878767,F4HBN,G7F76,041000070907,041000071005,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4900522->4878767
12403033,12392348,F4HDG,D8CZ7,041000030303,041000030306,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12403033->12392348
7204452,7186215,F6AG7,72FQ1,041000071205,041000071203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7204452->7186215
10083486,10069819,F6B3X,F1FZZ,041000040602,041000040604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10083486->10069819
10339306,10325936,F6BOQ,6NVHE,041000040503,041000040602,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,10339306->10325936
11881307,11870459,F6BR3,DF1XW,041000040501,041000040407,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11881307->11870459
6212298,6192467,F8C3,2UCUQ,041000080403,041000080405,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6212298->6192467
2956034,2924344,F9CI4,GH44A,041000090403,041000090510,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,2956034->2924344
4614017,4591697,F9CQ1,3S8AH,041000060601,041000060602,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4614017->4591697
6271250,6251601,F9CQ3,EG4FP,041000060105,041000060201,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6271250->6251601
12582267,12571946,F9CQP,46RC5,041000030106,041000030302,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12582267->12571946
9669104,9655223,FB5CL,A1FWI,041000040502,041000071201,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9669104->9655223
4038786,4015002,FCUFM,6M0ZA,041000071209,041000090201,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4038786->4015002
5974631,5954720,FE856,F9CQQ,041000070204,041000070904,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5974631->5954720
7038798,7020296,FG119,FZI2C,041000071002,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7038798->7020296
9121784,9106513,FG1QB,AKWWK,041000040606,041000040603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9121784->9106513
11859558,11848752,FG1QS,80I7S,041000040503,041000040501,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11859558->11848752
12498840,12488341,FG2LL,1TGCP,041000040501,041000040407,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,12498840->12488341
6329798,6310430,FG9QE,1ABCR,041000050105,041000050106,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6329798->6310430
7700937,7683574,FG9VM,1JYQR,041000050102,041000050103,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7700937->7683574
6982993,6964253,FG9WF,43XIH,041000050106,041000050105,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6982993->6964253
10975188,10963073,FGDLV,CHB8X,041000030802,041000030803,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10975188->10963073
12019880,12009204,FGE9W,GO4F9,041000030703,041000030707,Drainageway,Hydro Unenforced Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12019880->12009204
821369,689480,FJ313,3NE45,041000090902,041000090904,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,821369->689480
6735477,6716256,FJ339,4UYMY,041000080303,041000080304,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6735477->6716256
5954798,5934809,FJ34B,GC9ZC,041000060205,041000060301,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5954798->5934809
7853683,7836725,FKVPE,BNSAH,041000071203,041000071204,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7853683->7836725
11664333,11653181,FKWFI,8TO6Y,041000040501,041000040408,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11664333->11653181
12232941,12222277,FKWHD,FKX7N,041000040401,041000040408,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12232941->12222277
14348271,14341103,FKX7C,1JRV5,041000040501,041000040403,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,14348271->14341103
6054058,6034205,FL432,4DMGJ,041000050201,041000050106,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6054058->6034205
6074030,6054058,FL450,FL432,041000050106,041000050201,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,6074030->6054058
8103533,8087035,FL48J,7QZEX,041000050106,041000050103,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8103533->8087035
11870605,11859740,FL7N2,48WFE,041000030802,041000030506,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11870605->11859740
12530619,12520063,FL7PG,E3NM6,041000030502,041000030504,Surface Connector,Surface Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12530619->12520063
10015447,10001922,FPRIR,1EXGM,041000040604,041000040602,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10015447->10001922
13250354,13240425,FPS83,AB7OI,041000040402,041000040404,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13250354->13240425
6329801,6310432,FPZDW,56NPD,041000050105,041000050106,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,6329801->6310432
6014302,5994454,FPZEK,48RXS,041000050106,041000050201,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6014302->5994454
5534035,5513708,FPZH6,CCCR4,041000050201,041000050202,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,5534035->5513708
7870653,7853762,FPZLK,2RJFC,041000050105,041000050103,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,7870653->7853762
13845999,13837614,FQ32P,9S2RV,041000030405,041000030403,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13845999->13837614
7020276,7001654,FST2U,COVR4,041000070201,041000070203,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7020276->7001654
12392349,12381663,FST3I,CYLO4,041000030304,041000030306,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12392349->12381663
5266000,5245009,FST3V,GVQDZ,041000070905,041000070907,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5266000->5245009
12434880,12424185,FUNU8,3YWKB,041000040406,041000040407,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12434880->12424185
5894385,5874224,FUUQN,FZQPS,041000050104,041000050203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5894385->5874224
8054198,8037644,FUUUY,QXUD,041000050101,041000050102,Hydro Unenforced Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,8054198->8037644
13051497,13041482,FUYCW,56R61,041000030404,041000030405,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13051497->13041482
3049231,3018471,FXOVV,CAAYK,041000090402,041000090207,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3049231->3018471
3669177,3643226,FXP7M,F9C8A,041000090503,041000090508,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3669177->3643226
5513659,5472511,FXPCD,F4HE5,041000070703,041000071003,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,5513659->5472511
12286032,12275380,FXPE5,2AYVE,041000030306,041000030501,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12286032->12275380
4680417,4658282,FXPEE,9BC4T,041000050205,041000050207,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4680417->4658282
8004259,7987553,FZI55,4DE1Q,041000071203,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8004259->7987553
12169126,12158457,FZIPC,5BA7F,041000040305,041000040408,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12169126->12158457
5715384,5695548,FZQPR,5ZSQA,041000050204,041000050203,Drainageway,Hydro Unenforced Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5715384->5695548
3288149,3259201,G2KL9,5XQKO,041000090205,041000090206,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3288149->3259201
5009338,4987707,G2KZP,5MAP7,041000071207,041000071208,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5009338->4987707
5009339,4987707,G2L1K,5MAP7,041000071207,041000071208,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5009339->4987707
4944105,4922301,G2L2M,GLZ3P,041000071004,041000071005,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4944105->4922301
13001436,12991391,G2L2Z,FE88F,041000040201,041000040205,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13001436->12991391
12190581,12179972,G2L3J,1D4FE,041000030503,041000030505,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12190581->12179972
5307597,5286805,G2L4L,2EFXD,041000050201,041000071206,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5307597->5286805
9738582,9724717,G4EOY,8F2DN,041000040603,041000040604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9738582->9724717
12571828,12561642,G4Q0N,3UCZB,041000030603,041000030604,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12571828->12561642
11393277,11381810,G4Q1I,9DGLV,041000030803,041000030707,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11393277->11381810
12971341,12961486,G4Q47,H7O0V,041000030602,041000030601,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12971341->12961486
8453664,8436940,G4QF6,5BLXL,041000040605,041000030806,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8453664->8436940
11221655,11210265,G4QOM,F6N8S,041000030705,041000030707,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,11221655->11210265
11059655,11047697,G9847,DYH2H,041000040504,041000040601,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11059655->11047697
10405232,10392003,G984Z,EHXPG,041000040604,041000040603,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,10405232->10392003
9835493,9821664,G98QP,APSNT,041000040604,041000040603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9835493->9821664
10841365,10829119,G9JIT,GT0C4,041000030706,041000030707,Hydro Unenforced Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,10841365->10829119
7075797,7057267,GC9VP,41WUQ,041000070304,041000070306,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7075797->7057267
12338597,12327971,GE37M,G4ENW,041000040407,041000040501,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12338597->12327971
11381747,11370336,GE38W,G4FJK,041000040501,041000040504,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11381747->11370336
13620871,13612153,GE3UN,ERP8G,041000040404,041000040402,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13620871->13612153
7577779,7560176,GEAUZ,3AW60,041000050102,041000050103,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7577779->7560176
6446639,6427331,GEAXN,6SYDD,041000050105,041000050104,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6446639->6427331
7752547,7735527,GEB20,CM1PP,041000050105,041000050103,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7752547->7735527
12264770,12254252,GEEDR,1OWGT,041000030702,041000030701,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12264770->12254252
3669178,3643226,GH45Q,F9C8A,041000090503,041000090508,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3669178->3643226
6888532,6869290,GH4MT,BVOZX,041000080205,041000080304,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6888532->6869290
5286841,5266052,GH4NP,96GLB,041000060302,041000060503,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5286841->5266052
7437836,7420450,GH4P4,7K3OB,041000070103,041000070105,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7437836->7420450
7313870,7295588,GIX8Q,10E3B,041000071204,041000071205,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7313870->7295588
11404681,11393226,GIXZ5,4RXFY,041000040504,041000040501,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11404681->11393226
8968900,8953620,GIYJB,B4DVC,041000040603,041000040604,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8968900->8953620
8814141,8798318,GJ5XL,DK40D,041000040601,041000050101,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8814141->8798318
7385184,7367523,GJ5ZW,1ABHQ,041000050105,041000050103,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7385184->7367523
12722425,12712598,GJ9GE,GC9YZ,041000030203,041000030301,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,12722425->12712598
