atlas_normalization_id,local_taxonomy_id,local_term,local_field,local_term_count,source_phase,source_artifact,normalized_relationship_class,directionality,causal_semantics,flow_semantics,Atlas_join_role,mapping_status,information_loss_or_caveat
RN-RT-0287,RT-0287,advisory_dependency,dependency_type,2,7,data/processed/networks/exposure_dependency_edges.csv,governance / authority,role_assignment,"role, mandate, or coordination relation; not automatic operational control",governance role/interface; no physical flow,governance role join,normalized_shared_class,"Governance, monitoring, funding, advice, ownership, and coordination remain distinct from operational control."
RN-RT-0288,RT-0288,environmental_condition_dependency,dependency_type,5,7,data/processed/networks/exposure_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0289,RT-0289,information_dependency,dependency_type,1,7,data/processed/networks/exposure_dependency_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0290,RT-0290,monitoring_dependency,dependency_type,2,7,data/processed/networks/exposure_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0291,RT-0291,receptor_assumption,dependency_type,5,7,data/processed/networks/exposure_dependency_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0292,RT-0292,remediation_dependency,dependency_type,1,7,data/processed/networks/exposure_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0293,RT-0293,spatial_dependency,dependency_type,1,7,data/processed/networks/exposure_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0294,RT-0294,temporal_dependency,dependency_type,2,7,data/processed/networks/exposure_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0295,RT-0295,treatment_dependency,dependency_type,1,7,data/processed/networks/exposure_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0296,RT-0296,advisory_for,relationship_type,3,7,data/processed/networks/exposure_pathway_edges.csv,governance / authority,role_assignment,"role, mandate, or coordination relation; not automatic operational control",governance role/interface; no physical flow,governance role join,normalized_shared_class,"Governance, monitoring, funding, advice, ownership, and coordination remain distinct from operational control."
RN-RT-0297,RT-0297,control_reduces_pathway,relationship_type,1,7,data/processed/networks/exposure_pathway_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0298,RT-0298,information_supports_control,relationship_type,2,7,data/processed/networks/exposure_pathway_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0299,RT-0299,monitored_by,relationship_type,5,7,data/processed/networks/exposure_pathway_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0300,RT-0300,potential_exposure_pathway,relationship_type,3,7,data/processed/networks/exposure_pathway_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0301,RT-0301,present_in,relationship_type,1,7,data/processed/networks/exposure_pathway_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0302,RT-0302,receptor_context,relationship_type,3,7,data/processed/networks/exposure_pathway_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0303,RT-0303,regulated_by,relationship_type,1,7,data/processed/networks/exposure_pathway_edges.csv,governance / authority,role_assignment,"role, mandate, or coordination relation; not automatic operational control",governance role/interface; no physical flow,governance role join,normalized_shared_class,"Governance, monitoring, funding, advice, ownership, and coordination remain distinct from operational control."
RN-RT-0304,RT-0304,treated_by,relationship_type,1,7,data/processed/networks/exposure_pathway_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0305,RT-0305,agricultural_control,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0306,RT-0306,ecological_response_interface,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0307,RT-0307,hydrologic_transport,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0308,RT-0308,lake_exchange,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0309,RT-0309,landscape_mobilization,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0310,RT-0310,monitoring_coverage,dependency_type,2,8,data/processed/networks/biogeochemical_dependency_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0311,RT-0311,particulate_delivery,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0312,RT-0312,point_source_control,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0313,RT-0313,receiving_delivery,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0314,RT-0314,recovery_interface,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0315,RT-0315,restoration_control,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0316,RT-0316,riparian_transformation,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0317,RT-0317,river_delivery,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0318,RT-0318,seasonal_event_transport,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0319,RT-0319,soil_carbon_partitioning,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0320,RT-0320,source-to-mobilization,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0321,RT-0321,station_representativeness,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0322,RT-0322,urban_runoff,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0323,RT-0323,wastewater_control,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0324,RT-0324,wetland_connectivity,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0325,RT-0325,wetland_retention,dependency_type,1,8,data/processed/networks/biogeochemical_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0326,RT-0326,delivered_to,relationship_type,3,8,data/processed/networks/biogeochemical_flux_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0327,RT-0327,discharged_to,relationship_type,1,8,data/processed/networks/biogeochemical_flux_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0328,RT-0328,ecological_interface,relationship_type,2,8,data/processed/networks/biogeochemical_flux_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0329,RT-0329,managed_by,relationship_type,3,8,data/processed/networks/biogeochemical_flux_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0330,RT-0330,mobilized_by,relationship_type,2,8,data/processed/networks/biogeochemical_flux_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0331,RT-0331,mobilized_from,relationship_type,1,8,data/processed/networks/biogeochemical_flux_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0332,RT-0332,monitored_by,relationship_type,4,8,data/processed/networks/biogeochemical_flux_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0333,RT-0333,retained_or_transformed_by,relationship_type,2,8,data/processed/networks/biogeochemical_flux_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0334,RT-0334,transformed_by,relationship_type,1,8,data/processed/networks/biogeochemical_flux_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0335,RT-0335,transported_by,relationship_type,5,8,data/processed/networks/biogeochemical_flux_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0336,RT-0336,agricultural_dependency,dependency_type,1,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0337,RT-0337,coastal_dependency,dependency_type,2,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0338,RT-0338,ecological_dependency,dependency_type,1,9,data/processed/analysis/climate_hazard_dependency_register.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0339,RT-0339,energy_dependency,dependency_type,1,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0340,RT-0340,hydrologic_dependency,dependency_type,3,9,data/processed/analysis/climate_hazard_dependency_register.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0341,RT-0341,infrastructure_dependency,dependency_type,2,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0342,RT-0342,monitoring_dependency,dependency_type,4,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0343,RT-0343,seasonal_dependency,dependency_type,3,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0344,RT-0344,thermal_dependency,dependency_type,2,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0345,RT-0345,transport_dependency,dependency_type,2,9,data/processed/analysis/climate_hazard_dependency_register.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0346,RT-0346,warning_capacity,dependency_type,1,9,data/processed/analysis/climate_hazard_dependency_register.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0347,RT-0347,water_quality_dependency,dependency_type,2,9,data/processed/analysis/climate_hazard_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0348,RT-0348,agricultural_dependency,dependency_type,1,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0349,RT-0349,coastal_dependency,dependency_type,2,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0350,RT-0350,ecological_dependency,dependency_type,1,9,data/processed/networks/climate_hazard_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0351,RT-0351,energy_dependency,dependency_type,1,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0352,RT-0352,hydrologic_dependency,dependency_type,3,9,data/processed/networks/climate_hazard_dependency_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0353,RT-0353,infrastructure_dependency,dependency_type,2,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0354,RT-0354,monitoring_dependency,dependency_type,4,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0355,RT-0355,seasonal_dependency,dependency_type,3,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0356,RT-0356,thermal_dependency,dependency_type,2,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0357,RT-0357,transport_dependency,dependency_type,2,9,data/processed/networks/climate_hazard_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0358,RT-0358,warning_capacity,dependency_type,1,9,data/processed/networks/climate_hazard_dependency_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0359,RT-0359,water_quality_dependency,dependency_type,2,9,data/processed/networks/climate_hazard_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0360,RT-0360,affects,relationship_type,10,9,data/processed/networks/climate_hazard_edges.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0361,RT-0361,coastal_interface_with,relationship_type,2,9,data/processed/networks/climate_hazard_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0362,RT-0362,forecast_by,relationship_type,2,9,data/processed/networks/climate_hazard_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0363,RT-0363,historically_occurs_in,relationship_type,1,9,data/processed/networks/climate_hazard_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0364,RT-0364,hydrologically_amplified_by,relationship_type,1,9,data/processed/networks/climate_hazard_edges.csv,physical flow,directed_source_to_target,physical relationship retained without effect-size or causal estimate,physical/hydrologic direction; geometry and quantity remain local,physical-flow join,normalized_shared_class,"Physical direction does not add common units, effect size, or risk meaning."
RN-RT-0365,RT-0365,monitored_by,relationship_type,4,9,data/processed/networks/climate_hazard_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0366,RT-0366,observed_by,relationship_type,6,9,data/processed/networks/climate_hazard_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0367,RT-0367,warning_for,relationship_type,3,9,data/processed/networks/climate_hazard_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
