atlas_relationship_id,source_phase,source_artifact,local_relationship_id,source_local_endpoint_id,target_local_endpoint_id,source_atlas_entity_id,target_atlas_entity_id,source_system_id,target_system_id,native_source_system_label,native_target_system_label,normalized_relationship_class,endpoint_role_source,endpoint_role_target,source_join_level,target_join_level,evidence_class,documented_or_inferred,source_id,evidence_strength,confidence,uncertainty_id,directionality,spatial_scale,temporal_basis,scenario_status,inference_basis,uncertainty,suitable_for_visualization,suitable_for_qualitative_reasoning,suitable_for_stress_test_propagation,suitable_for_quantitative_aggregation,Atlas_use,caveat
AR-11B-DEP-0042-ENVIRONMENTAL-HEALTH-2b4ac2ac,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0042-environmental_health,MUNI-3957190,,ENT-POPULATION-MUNI-3957190,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0042-ECOLOGY-LAND-eb2cd9b8,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0042-ecology_land,MUNI-3957190,,ENT-POPULATION-MUNI-3957190,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0042-BIOGEOCHEMICAL-3d7e8607,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0042-biogeochemical,MUNI-3957190,,ENT-POPULATION-MUNI-3957190,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0042-HOUSING-INFRASTRUCTURE-e89d80f1,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0042-housing_infrastructure,MUNI-3957190,,ENT-POPULATION-MUNI-3957190,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0042-GOVERNANCE-764f45c9,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0042-governance,MUNI-3957190,,ENT-POPULATION-MUNI-3957190,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0043-WATER-93a6786e,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-water,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0043-WASTEWATER-53e14f99,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-wastewater,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s05_ohio_npdes,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
AR-11B-DEP-0043-ENERGY-842c5e49,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-energy,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0043-TRANSPORT-85c85b10,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-transport,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_oh_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0043-CLIMATE-HAZARD-7a7d741a,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-climate_hazard,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0043-ENVIRONMENTAL-HEALTH-a7362460,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-environmental_health,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0043-ECOLOGY-LAND-2d9b8a8a,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-ecology_land,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0043-BIOGEOCHEMICAL-62221000,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-biogeochemical,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0043-HOUSING-INFRASTRUCTURE-c7c29ec1,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-housing_infrastructure,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0043-GOVERNANCE-5dc01764,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0043-governance,MUNI-3958730,,ENT-POPULATION-MUNI-3958730,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0044-WATER-61492b4c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-water,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0044-WASTEWATER-59e3ad7b,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-wastewater,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s05_ohio_npdes,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
AR-11B-DEP-0044-ENERGY-0a642e14,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-energy,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0044-TRANSPORT-403f8e8c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-transport,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_oh_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0044-CLIMATE-HAZARD-5ab6575f,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-climate_hazard,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0044-ENVIRONMENTAL-HEALTH-b7adb76b,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-environmental_health,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0044-ECOLOGY-LAND-ec67386d,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-ecology_land,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0044-BIOGEOCHEMICAL-c529b5ba,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-biogeochemical,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0044-HOUSING-INFRASTRUCTURE-9fd126e1,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-housing_infrastructure,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0044-GOVERNANCE-6f1f77c9,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0044-governance,MUNI-3962148,,ENT-POPULATION-MUNI-3962148,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0045-WATER-f7ddf0ff,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-water,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0045-WASTEWATER-f952db7c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-wastewater,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s05_ohio_npdes,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
AR-11B-DEP-0045-ENERGY-559d2e8a,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-energy,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0045-TRANSPORT-62b5d72c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-transport,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_oh_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0045-CLIMATE-HAZARD-4b0830cd,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-climate_hazard,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0045-ENVIRONMENTAL-HEALTH-a2d54dc8,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-environmental_health,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0045-ECOLOGY-LAND-708eccaa,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-ecology_land,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0045-BIOGEOCHEMICAL-2da24e02,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-biogeochemical,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
