state_id,scenario_id,scenario,horizon,baseline_dependency_id,object_a,object_b,system_a,system_b,relationship_type,spatial_scale,current_fact,scenario_assumption,scenario_consequence,dependency_state,assumption_id,source_or_basis,plausibility,uncertainty,reality_status,canon_status,relationship_basis,notes
VECDEPSTATE-C2050-013,C2050,Warmer / More Variable Vector Landscape,2050,VDE-013,population_concentration,potential_contact_interface,population_settlement,vector_ecology,potential_interface,county/place/generalized,CURRENT FACT (2026 baseline): population_concentration to potential_contact_interface is recorded as a potential_interface interface at county/place/generalized; evidence class is inferred.,"SCENARIO ASSUMPTION: Settlement concentration and infrastructure conditions create selected vector-environment interfaces, but no person-level contact, exposure, infection, or disease inference is made. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-05,VFS-017,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-014,C2050,Warmer / More Variable Vector Landscape,2050,VDE-014,workplace_settlement,potential_contact_interface,population_mobility,vector_ecology,potential_interface,county/place/generalized,CURRENT FACT (2026 baseline): workplace_settlement to potential_contact_interface is recorded as a potential_interface interface at county/place/generalized; evidence class is inferred.,"SCENARIO ASSUMPTION: Settlement concentration and infrastructure conditions create selected vector-environment interfaces, but no person-level contact, exposure, infection, or disease inference is made. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-05,VFS-017,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-015,C2050,Warmer / More Variable Vector Landscape,2050,VDE-015,mosquito_surveillance,vector_detection,surveillance,vector_ecology,detection_interface,state/county/agency,CURRENT FACT (2026 baseline): mosquito_surveillance to vector_detection is recorded as a detection_interface interface at state/county/agency; evidence class is documented.,"SCENARIO ASSUMPTION: Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-06,VFS-021,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-016,C2050,Warmer / More Variable Vector Landscape,2050,VDE-016,tick_surveillance,Ixodes_county_status,surveillance,vector_ecology,detection_interface,county,CURRENT FACT (2026 baseline): tick_surveillance to Ixodes_county_status is recorded as a detection_interface interface at county; evidence class is documented.,"SCENARIO ASSUMPTION: Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-06,VFS-022,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-017,C2050,Warmer / More Variable Vector Landscape,2050,VDE-017,vector_detection,decision_interface,surveillance,governance,information_to_decision,agency/county/state,CURRENT FACT (2026 baseline): vector_detection to decision_interface is recorded as a information_to_decision interface at agency/county/state; evidence class is inferred.,"SCENARIO ASSUMPTION: Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-06,VFS-016,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-018,C2050,Warmer / More Variable Vector Landscape,2050,VDE-018,data_sensors,surveillance_detection,information,surveillance,observation_interface,station/program/county,CURRENT FACT (2026 baseline): data_sensors to surveillance_detection is recorded as a observation_interface interface at station/program/county; evidence class is documented_plus_inferred.,"SCENARIO ASSUMPTION: Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-06,VFS-019,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-019,C2050,Warmer / More Variable Vector Landscape,2050,VDE-019,climate_hazards,seasonal_habitat_context,climate,vector_ecology,environmental_driver,station/county/wetland,CURRENT FACT (2026 baseline): climate_hazards to seasonal_habitat_context is recorded as a environmental_driver interface at station/county/wetland; evidence class is documented_plus_inferred.,SCENARIO ASSUMPTION: Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.,"SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-01,VFS-010,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-020,C2050,Warmer / More Variable Vector Landscape,2050,VDE-020,hydrography_wetlands,standing_water_context,hydrology,vector_ecology,environmental_driver,watershed/wetland,CURRENT FACT (2026 baseline): hydrography_wetlands to standing_water_context is recorded as a environmental_driver interface at watershed/wetland; evidence class is accepted_context_plus_inferred.,SCENARIO ASSUMPTION: Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.,"SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-01,VFS-014,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-021,C2050,Warmer / More Variable Vector Landscape,2050,VDE-021,ecology_landscape,host_habitat_context,ecology,vector_ecology,habitat_interface,regional/forest/wetland,CURRENT FACT (2026 baseline): ecology_landscape to host_habitat_context is recorded as a habitat_interface interface at regional/forest/wetland; evidence class is accepted_context_plus_inferred.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-03,VFS-015,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-022,C2050,Warmer / More Variable Vector Landscape,2050,VDE-022,environmental_health_pathway,potential_contact_interface,environmental_health,vector_ecology,health_boundary,regional/pathway,CURRENT FACT (2026 baseline): environmental_health_pathway to potential_contact_interface is recorded as a health_boundary interface at regional/pathway; evidence class is inferred.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-03,VFS-018,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-023,C2050,Warmer / More Variable Vector Landscape,2050,VDE-023,positive_vector_pool,human_case_context,vector_surveillance,environmental_health,separation_rule,county/program,CURRENT FACT (2026 baseline): positive_vector_pool to human_case_context is recorded as a separation_rule interface at county/program; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-03,VFS-023,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-024,C2050,Warmer / More Variable Vector Landscape,2050,VDE-024,sampling_effort,detection_status,surveillance,data_quality,effort_detection_boundary,program/county,CURRENT FACT (2026 baseline): sampling_effort to detection_status is recorded as a effort_detection_boundary interface at program/county; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-06,VFS-007,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-025,C2050,Warmer / More Variable Vector Landscape,2050,VDE-025,county_record,local_distribution,surveillance,spatial_scale,scale_boundary,county/local,CURRENT FACT (2026 baseline): county_record to local_distribution is recorded as a scale_boundary interface at county/local; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-06,VFS-022,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-026,C2050,Warmer / More Variable Vector Landscape,2050,VDE-026,reported_human_case,local_transmission,environmental_health,public_health,case_transmission_boundary,county of residence,CURRENT FACT (2026 baseline): reported_human_case to local_transmission is recorded as a case_transmission_boundary interface at county of residence; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-03,VFS-024,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-027,C2050,Warmer / More Variable Vector Landscape,2050,VDE-027,surveillance_program,control_or_response,governance,vector_management,monitoring_control_boundary,agency/program,CURRENT FACT (2026 baseline): surveillance_program to control_or_response is recorded as a monitoring_control_boundary interface at agency/program; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-06,VFS-016,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2050-028,C2050,Warmer / More Variable Vector Landscape,2050,VDE-028,Great_Black_Swamp,vector_habitat_polygon,canon,spatial_boundary,hold_preservation,historical/noncanonical,CURRENT FACT (2026 baseline): Great_Black_Swamp to vector_habitat_polygon is recorded as a hold_preservation interface at historical/noncanonical; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_strained,VEFA-C2050-03,VFS-015,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-001,C2075,Warmer / More Variable Vector Landscape,2075,VDE-001,temperature,mosquito_seasonal_development,climate,vector_ecology,seasonal_development,station/regional,CURRENT FACT (2026 baseline): temperature to mosquito_seasonal_development is recorded as a seasonal_development interface at station/regional; evidence class is documented.,"SCENARIO ASSUMPTION: Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-01,VFS-002,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-002,C2075,Warmer / More Variable Vector Landscape,2075,VDE-002,temperature,Aedes_lifecycle,climate,vector_ecology,seasonal_development,regional,CURRENT FACT (2026 baseline): temperature to Aedes_lifecycle is recorded as a seasonal_development interface at regional; evidence class is documented.,"SCENARIO ASSUMPTION: Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-01,VFS-005,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-003,C2075,Warmer / More Variable Vector Landscape,2075,VDE-003,temperature,Ixodes_activity,climate,vector_ecology,seasonal_development,regional,CURRENT FACT (2026 baseline): temperature to Ixodes_activity is recorded as a seasonal_development interface at regional; evidence class is documented.,"SCENARIO ASSUMPTION: Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-01,VFS-008,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-004,C2075,Warmer / More Variable Vector Landscape,2075,VDE-004,precipitation,temporary_standing_water,climate,hydrology,habitat_opportunity,station/wetland/watershed,CURRENT FACT (2026 baseline): precipitation to temporary_standing_water is recorded as a habitat_opportunity interface at station/wetland/watershed; evidence class is documented_plus_inferred.,"SCENARIO ASSUMPTION: Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-01,VFS-014,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-005,C2075,Warmer / More Variable Vector Landscape,2075,VDE-005,standing_water,mosquito_habitat,hydrology,vector_ecology,habitat_association,wetland/ditch/container,CURRENT FACT (2026 baseline): standing_water to mosquito_habitat is recorded as a habitat_association interface at wetland/ditch/container; evidence class is documented.,"SCENARIO ASSUMPTION: Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-01,VFS-001,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-006,C2075,Warmer / More Variable Vector Landscape,2075,VDE-006,wetlands,mosquito_habitat,ecology,vector_ecology,habitat_interface,wetland/watershed,CURRENT FACT (2026 baseline): wetlands to mosquito_habitat is recorded as a habitat_interface interface at wetland/watershed; evidence class is documented_plus_inferred.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-03,VFS-015,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-007,C2075,Warmer / More Variable Vector Landscape,2075,VDE-007,urban_containers,Aedes_albopictus,settlement,vector_ecology,container_habitat,urban/suburban,CURRENT FACT (2026 baseline): urban_containers to Aedes_albopictus is recorded as a container_habitat interface at urban/suburban; evidence class is documented.,"SCENARIO ASSUMPTION: Settlement concentration and infrastructure conditions create selected vector-environment interfaces, but no person-level contact, exposure, infection, or disease inference is made. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-05,VFS-001,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-008,C2075,Warmer / More Variable Vector Landscape,2075,VDE-008,urban_containers,Aedes_japonicus,settlement,vector_ecology,container_habitat,study-area/generalized,CURRENT FACT (2026 baseline): urban_containers to Aedes_japonicus is recorded as a container_habitat interface at study-area/generalized; evidence class is documented.,"SCENARIO ASSUMPTION: Settlement concentration and infrastructure conditions create selected vector-environment interfaces, but no person-level contact, exposure, infection, or disease inference is made. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-05,VFS-003,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-009,C2075,Warmer / More Variable Vector Landscape,2075,VDE-009,forest_edge,Ixodes_host_interface,ecology,vector_ecology,questing_habitat,forest/edge,CURRENT FACT (2026 baseline): forest_edge to Ixodes_host_interface is recorded as a questing_habitat interface at forest/edge; evidence class is documented.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-03,VFS-008,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-C2075-010,C2075,Warmer / More Variable Vector Landscape,2075,VDE-010,forest_edge,Aedes_triseriatus,ecology,vector_ecology,woodland_habitat,woodland/park,CURRENT FACT (2026 baseline): forest_edge to Aedes_triseriatus is recorded as a woodland_habitat interface at woodland/park; evidence class is documented.,"SCENARIO ASSUMPTION: Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast. the dependency becomes harder to coordinate at selected seams while capable local programs or habitats can persist; no abundance, contact, infection, disease, or probability is inferred.",patchy_interface_strain_entrenched,VEFA-C2075-03,VFS-001,exploratory,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
