state_id,scenario_id,scenario,horizon,actor_id,actor_name,actor_type,current_fact,scenario_assumption,scenario_consequence,future_role,change_type,authority_boundary,assumption_id,current_fact_source_id,source_id,reality_status,canon_status,notes
GAS-C2050-011,C2050,Fragmented / Contested Governance,2050,GA-019,International Joint Commission,binational_body,"CURRENT FACT (2026 baseline): Binational reference, advisory, investigative, and coordination functions under the Boundary Waters Treaty framework.","SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the International Joint Commission institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-03,s16_ijc,GFS-008,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-012,C2050,Fragmented / Contested Governance,2050,GA-020,U.S.–Canada Great Lakes Water Quality Agreement parties,binational_body,"CURRENT FACT (2026 baseline): Agreement framework for binational objectives, annex coordination, reporting, and implementation by responsible governments.","SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the U.S.–Canada Great Lakes Water Quality Agreement parties institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-04,s15_glwqa,GFS-007,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-013,C2050,Fragmented / Contested Governance,2050,GA-021,Great Lakes Indian Fish & Wildlife Commission,intertribal_body,"CURRENT FACT (2026 baseline): Intertribal natural-resource management, treaty-rights support, conservation enforcement support, legal/policy analysis, and public information.","SCENARIO ASSUMPTION: Cross-border decisions and some consultation pathways slow or become selective; no treaty amendment, sovereignty change, or new jurisdiction is assumed. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the Great Lakes Indian Fish & Wildlife Commission institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,GLIFWC remains an intertribal participant; stronger or weaker consultation and data visibility are explored without assigning it sovereign status or new Western Basin jurisdiction.,coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-05,s17_glifwc,GFS-013,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-014,C2050,Fragmented / Contested Governance,2050,GA-022,Pokagon Band of Potawatomi Indians,tribal_sovereign,CURRENT FACT (2026 baseline): Federally recognized tribal government and potential consultation/resource-interest interface.,"SCENARIO ASSUMPTION: Monitoring remains strong in selected institutions but is less consistently connected to shared decisions, funding, or enforcement. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the Pokagon Band of Potawatomi Indians institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The nation remains a distinct sovereign actor; consultation, participation, or data partnership may vary by scenario without inventing territory, permit authority, or enforcement authority.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-06,s19_pokagon,GFS-006,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-015,C2050,Fragmented / Contested Governance,2050,GA-023,Little Traverse Bay Bands of Odawa Indians,tribal_sovereign,CURRENT FACT (2026 baseline): Nation-specific sovereign and treaty/resource-interest interface for consultation review.,"SCENARIO ASSUMPTION: Compound environmental and infrastructure stresses increase decision latency and responsibility misalignment at institutional seams. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the Little Traverse Bay Bands of Odawa Indians institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The nation remains a distinct sovereign actor; consultation, participation, or data partnership may vary by scenario without inventing territory, permit authority, or enforcement authority.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-07,s20_ltbb,GFS-009,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-016,C2050,Fragmented / Contested Governance,2050,GA-024,Federal Energy Regulatory Commission,federal_agency,"CURRENT FACT (2026 baseline): Regulates interstate transmission and wholesale electricity, enforces requirements, oversees markets, and approves/oversees defined energy facilities.","SCENARIO ASSUMPTION: Highly capable individual institutions and local programs persist even as basin-wide coordination becomes less coherent; collapse is not assumed. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the Federal Energy Regulatory Commission institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-08,s21_ferc,GFS-010,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-017,C2050,Fragmented / Contested Governance,2050,GA-026,PJM Interconnection,system_operator,"CURRENT FACT (2026 baseline): Operates the wholesale electricity market, manages high-voltage grid operations, coordinates movement of wholesale electricity, and plans regionally.","SCENARIO ASSUMPTION: Environmental, infrastructure, and climate pressures make jurisdictional seams more consequential while governments and capable institutions continue to operate. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the PJM Interconnection institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-01,s24_pjm,GFS-017,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-018,C2050,Fragmented / Contested Governance,2050,GA-030,FirstEnergy / Toledo Edison,private_operator,CURRENT FACT (2026 baseline): Investor-owned electric utility ownership and operation context for generation/transmission/distribution subsidiaries.,"SCENARIO ASSUMPTION: Data standards, access rules, and model lineages diverge across selected jurisdictions and operators. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the FirstEnergy / Toledo Edison institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current ownership/operation boundary while its reporting, continuity, and coordination interface changes under the scenario.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-02,s28_firstenergy,GFS-005,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-019,C2050,Fragmented / Contested Governance,2050,GA-035,Toledo-Lucas County Port Authority,regional_authority,"CURRENT FACT (2026 baseline): Public port-authority ownership, control, financing, development, and regional economic/transportation functions for authority facilities.","SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the Toledo-Lucas County Port Authority institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-03,s32_port,GFS-008,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2050-020,C2050,Fragmented / Contested Governance,2050,GA-038,Lucas County,county_government,"CURRENT FACT (2026 baseline): County planning, coordination, public-service, and mitigation-partner context; precise delegated authority varies by program.","SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. This is the C scenario's intermediate 2050 trajectory, not a legal forecast.",SCENARIO CONSEQUENCE: intermediate institutional trajectory: the Lucas County institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2050-04,s35_fema_mitigation,GFS-007,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-001,C2075,Fragmented / Contested Governance,2075,GA-001,U.S. Environmental Protection Agency,federal_agency,"CURRENT FACT (2026 baseline): Federal environmental standards, program oversight, permitting/enforcement authorities in defined programs, monitoring, and funding/coordination roles.","SCENARIO ASSUMPTION: Environmental, infrastructure, and climate pressures make jurisdictional seams more consequential while governments and capable institutions continue to operate. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the U.S. Environmental Protection Agency institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-01,s01_epa_sdwa,GFS-017,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-002,C2075,Fragmented / Contested Governance,2075,GA-002,Ohio Environmental Protection Agency,state_agency,"CURRENT FACT (2026 baseline): Ohio water, air, public-water, NPDES, and related environmental regulatory and monitoring programs.","SCENARIO ASSUMPTION: Data standards, access rules, and model lineages diverge across selected jurisdictions and operators. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the Ohio Environmental Protection Agency institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-02,s02_ohio_pws,GFS-005,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-003,C2075,Fragmented / Contested Governance,2075,GA-003,City of Toledo,municipal_government,"CURRENT FACT (2026 baseline): Municipal owner/authority for city services, including the public water system through its utility division.","SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the City of Toledo institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-03,s03_toledo_treatment,GFS-008,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-004,C2075,Fragmented / Contested Governance,2075,GA-004,City of Toledo Public Utilities — Water Treatment Division,public_utility,CURRENT FACT (2026 baseline): Operates and maintains the municipal surface-water treatment and distribution system and performs water-quality monitoring/reporting.,"SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the City of Toledo Public Utilities — Water Treatment Division institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current ownership/operation boundary while its reporting, continuity, and coordination interface changes under the scenario.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-04,s03_toledo_treatment,GFS-007,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-005,C2075,Fragmented / Contested Governance,2075,GA-005,U.S. Geological Survey,research_monitoring_body,CURRENT FACT (2026 baseline): Collects and publishes water observations and scientific information through monitoring locations and data services.,"SCENARIO ASSUMPTION: Cross-border decisions and some consultation pathways slow or become selective; no treaty amendment, sovereignty change, or new jurisdiction is assumed. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the U.S. Geological Survey institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-05,s06_usgs_data,GFS-013,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-006,C2075,Fragmented / Contested Governance,2075,GA-006,National Oceanic and Atmospheric Administration / National Weather Service,federal_agency,"CURRENT FACT (2026 baseline): Provides weather, water, and climate observations, forecasts, warnings, and decision-support information.","SCENARIO ASSUMPTION: Monitoring remains strong in selected institutions but is less consistently connected to shared decisions, funding, or enforcement. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the National Oceanic and Atmospheric Administration / National Weather Service institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-06,s36_nws,GFS-006,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-007,C2075,Fragmented / Contested Governance,2075,GA-007,NOAA Great Lakes Environmental Research Laboratory,research_monitoring_body,"CURRENT FACT (2026 baseline): Great Lakes observing, research, modeling, and information products that inform management decisions.","SCENARIO ASSUMPTION: Compound environmental and infrastructure stresses increase decision latency and responsibility misalignment at institutional seams. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the NOAA Great Lakes Environmental Research Laboratory institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-07,s07_glerl,GFS-009,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-008,C2075,Fragmented / Contested Governance,2075,GA-012,Ohio Department of Agriculture,state_agency,"CURRENT FACT (2026 baseline): State agriculture program, coordination, and agriculture-specific regulatory/assistance context.","SCENARIO ASSUMPTION: Highly capable individual institutions and local programs persist even as basin-wide coordination becomes less coherent; collapse is not assumed. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the Ohio Department of Agriculture institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-08,s44_ohio_oda,GFS-010,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-009,C2075,Fragmented / Contested Governance,2075,GA-017,Great Lakes Commission,interstate_body,"CURRENT FACT (2026 baseline): Compact-created regional policy, coordination, and advisory institution.","SCENARIO ASSUMPTION: Environmental, infrastructure, and climate pressures make jurisdictional seams more consequential while governments and capable institutions continue to operate. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the Great Lakes Commission institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-01,s13_glc,GFS-017,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-010,C2075,Fragmented / Contested Governance,2075,GA-018,Great Lakes–St. Lawrence Governors & Premiers,binational_body,CURRENT FACT (2026 baseline): Executive-level regional coordination and policy framework for water management and restoration.,"SCENARIO ASSUMPTION: Data standards, access rules, and model lineages diverge across selected jurisdictions and operators. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the Great Lakes–St. Lawrence Governors & Premiers institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-02,s14_gsgp,GFS-005,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-011,C2075,Fragmented / Contested Governance,2075,GA-019,International Joint Commission,binational_body,"CURRENT FACT (2026 baseline): Binational reference, advisory, investigative, and coordination functions under the Boundary Waters Treaty framework.","SCENARIO ASSUMPTION: Funding and maintenance for cross-system adaptation become uneven, with durable projects in some places and deferred interfaces in others. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the International Joint Commission institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-03,s16_ijc,GFS-008,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-012,C2075,Fragmented / Contested Governance,2075,GA-020,U.S.–Canada Great Lakes Water Quality Agreement parties,binational_body,"CURRENT FACT (2026 baseline): Agreement framework for binational objectives, annex coordination, reporting, and implementation by responsible governments.","SCENARIO ASSUMPTION: Public/private coordination becomes harder where reporting, liability, continuity, or maintenance expectations do not align. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the U.S.–Canada Great Lakes Water Quality Agreement parties institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The actor retains its current role, but cross-system handoffs and coordination opportunities are uneven under pressure.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-04,s15_glwqa,GFS-007,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-013,C2075,Fragmented / Contested Governance,2075,GA-021,Great Lakes Indian Fish & Wildlife Commission,intertribal_body,"CURRENT FACT (2026 baseline): Intertribal natural-resource management, treaty-rights support, conservation enforcement support, legal/policy analysis, and public information.","SCENARIO ASSUMPTION: Cross-border decisions and some consultation pathways slow or become selective; no treaty amendment, sovereignty change, or new jurisdiction is assumed. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the Great Lakes Indian Fish & Wildlife Commission institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,GLIFWC remains an intertribal participant; stronger or weaker consultation and data visibility are explored without assigning it sovereign status or new Western Basin jurisdiction.,coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-05,s17_glifwc,GFS-013,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
GAS-C2075-014,C2075,Fragmented / Contested Governance,2075,GA-022,Pokagon Band of Potawatomi Indians,tribal_sovereign,CURRENT FACT (2026 baseline): Federally recognized tribal government and potential consultation/resource-interest interface.,"SCENARIO ASSUMPTION: Monitoring remains strong in selected institutions but is less consistently connected to shared decisions, funding, or enforcement. By 2075, this condition is treated as a entrenched scenario state, not a legal forecast.",SCENARIO CONSEQUENCE: matured or diverged institutional state: the Pokagon Band of Potawatomi Indians institutional interface experiences slower or less aligned handoffs at selected seams while strong individual institutions can continue operating; the scenario does not imply universal failure.,"The nation remains a distinct sovereign actor; consultation, participation, or data partnership may vary by scenario without inventing territory, permit authority, or enforcement authority.",coordination_interface_contested_entrenched,"Current legal, sovereign, ownership, and operational boundaries remain distinct; coordination is not itself binding authority. AI or automated analysis, if present, can advise or prioritize but cannot replace legal or human decision authority; automated monitoring is not automatic enforcement. AI recommendation ≠ legal authority; automated monitoring ≠ automatic enforcement; algorithmic prioritization ≠ final public decision; sensor coverage ≠ institutional capacity.",GSA-C2075-06,s19_pokagon,GFS-006,fictional,scenario,Future actor state is a scenario delta over the accepted 2026 actor registry; it is not a new legal classification.
