dependency_id,population_or_settlement_object,system,interface,relationship_type,documented_or_inferred,spatial_scale,evidence_strength,source_id,confidence,reality_status,canon_status,notes
DEP-0038-housing_infrastructure,MUNI-3928014,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0038-governance,MUNI-3928014,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0039-water,MUNI-3928826,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0039-wastewater,MUNI-3928826,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0039-energy,MUNI-3928826,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0039-transport,MUNI-3928826,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0039-climate_hazard,MUNI-3928826,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0039-environmental_health,MUNI-3928826,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0039-ecology_land,MUNI-3928826,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0039-biogeochemical,MUNI-3928826,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0039-housing_infrastructure,MUNI-3928826,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0039-governance,MUNI-3928826,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0040-water,MUNI-3948342,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0040-wastewater,MUNI-3948342,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0040-energy,MUNI-3948342,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0040-transport,MUNI-3948342,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0040-climate_hazard,MUNI-3948342,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0040-environmental_health,MUNI-3948342,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0040-ecology_land,MUNI-3948342,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0040-biogeochemical,MUNI-3948342,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0040-housing_infrastructure,MUNI-3948342,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0040-governance,MUNI-3948342,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0041-water,MUNI-3953550,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0041-wastewater,MUNI-3953550,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0041-energy,MUNI-3953550,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0041-transport,MUNI-3953550,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0041-climate_hazard,MUNI-3953550,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0041-environmental_health,MUNI-3953550,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0041-ecology_land,MUNI-3953550,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0041-biogeochemical,MUNI-3953550,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0041-housing_infrastructure,MUNI-3953550,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0041-governance,MUNI-3953550,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0042-water,MUNI-3957190,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0042-wastewater,MUNI-3957190,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0042-energy,MUNI-3957190,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0042-transport,MUNI-3957190,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0042-climate_hazard,MUNI-3957190,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0042-environmental_health,MUNI-3957190,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0042-ecology_land,MUNI-3957190,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0042-biogeochemical,MUNI-3957190,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0042-housing_infrastructure,MUNI-3957190,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0042-governance,MUNI-3957190,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0043-water,MUNI-3958730,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0043-wastewater,MUNI-3958730,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0043-energy,MUNI-3958730,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0043-transport,MUNI-3958730,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0043-climate_hazard,MUNI-3958730,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0043-environmental_health,MUNI-3958730,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0043-ecology_land,MUNI-3958730,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0043-biogeochemical,MUNI-3958730,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0043-housing_infrastructure,MUNI-3958730,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0043-governance,MUNI-3958730,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0044-water,MUNI-3962148,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0044-wastewater,MUNI-3962148,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0044-energy,MUNI-3962148,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0044-transport,MUNI-3962148,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0044-climate_hazard,MUNI-3962148,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0044-environmental_health,MUNI-3962148,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0044-ecology_land,MUNI-3962148,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0044-biogeochemical,MUNI-3962148,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0044-housing_infrastructure,MUNI-3962148,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0044-governance,MUNI-3962148,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0045-water,MUNI-3964150,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0045-wastewater,MUNI-3964150,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0045-energy,MUNI-3964150,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0045-transport,MUNI-3964150,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0045-climate_hazard,MUNI-3964150,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0045-environmental_health,MUNI-3964150,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0045-ecology_land,MUNI-3964150,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0045-biogeochemical,MUNI-3964150,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0045-housing_infrastructure,MUNI-3964150,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0045-governance,MUNI-3964150,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0046-water,MUNI-3968686,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0046-wastewater,MUNI-3968686,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0046-energy,MUNI-3968686,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0046-transport,MUNI-3968686,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0046-climate_hazard,MUNI-3968686,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0046-environmental_health,MUNI-3968686,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0046-ecology_land,MUNI-3968686,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0046-biogeochemical,MUNI-3968686,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0046-housing_infrastructure,MUNI-3968686,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0046-governance,MUNI-3968686,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0047-water,MUNI-3976022,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0047-wastewater,MUNI-3976022,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0047-energy,MUNI-3976022,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0047-transport,MUNI-3976022,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0047-climate_hazard,MUNI-3976022,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0047-environmental_health,MUNI-3976022,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0047-ecology_land,MUNI-3976022,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0047-biogeochemical,MUNI-3976022,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0047-housing_infrastructure,MUNI-3976022,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0047-governance,MUNI-3976022,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0048-water,MUNI-3976778,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0048-wastewater,MUNI-3976778,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0048-energy,MUNI-3976778,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0048-transport,MUNI-3976778,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0048-climate_hazard,MUNI-3976778,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0048-environmental_health,MUNI-3976778,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0048-ecology_land,MUNI-3976778,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0048-biogeochemical,MUNI-3976778,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0048-housing_infrastructure,MUNI-3976778,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0048-governance,MUNI-3976778,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0049-water,MUNI-3977000,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_s03_toledo_treatment,limited,real,inferred,Toledo operator context only; no exact service territory or resident assignment.
DEP-0049-wastewater,MUNI-3977000,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0049-energy,MUNI-3977000,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0049-transport,MUNI-3977000,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0049-climate_hazard,MUNI-3977000,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0049-environmental_health,MUNI-3977000,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0049-ecology_land,MUNI-3977000,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0049-biogeochemical,MUNI-3977000,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0049-housing_infrastructure,MUNI-3977000,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0049-governance,MUNI-3977000,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0050-water,MUNI-3979562,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0050-wastewater,MUNI-3979562,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0050-energy,MUNI-3979562,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0050-transport,MUNI-3979562,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0050-climate_hazard,MUNI-3979562,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
DEP-0050-environmental_health,MUNI-3979562,environmental_health,settlement to accepted pathway context,pathway_interface,reused_context,county/regional,limited,phase7_exposure_context,limited,real,inferred,"Population presence is not exposure, dose, illness, or risk."
DEP-0050-ecology_land,MUNI-3979562,ecology_land,settlement and land/wetland interface,land_cover_interface,inferred,county/regional,limited,phase6_ecology_context,limited,real,inferred,"No habitat quality, biodiversity, or ecological-risk score."
DEP-0050-biogeochemical,MUNI-3979562,biogeochemical,stormwater/wastewater/nutrient interface,material_flow_interface,inferred,county/watershed,limited,phase8_biogeochemical_context,limited,real,inferred,"No new nutrient load, concentration, or treatment outcome."
DEP-0050-housing_infrastructure,MUNI-3979562,housing_infrastructure,housing age/units and maintenance/energy context,contextual_interface,inferred,county/place,limited,s11a_acs_2024_5yr,limited,real,inferred,"Housing context is not a condition, desirability, or vulnerability score."
DEP-0050-governance,MUNI-3979562,governance,municipal boundary/service-responsibility interface,institutional_interface,inferred,municipal/county,moderate,phase10_governance_context,moderate,real,inferred,"Boundary, operator, service territory, and population served remain distinct."
DEP-0051-water,MUNI-3981858,water,drinking-water service dependence,functional_service_dependence,inferred,county/place,limited,phase10_governance_context,limited,real,inferred,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
DEP-0051-wastewater,MUNI-3981858,wastewater,wastewater collection/treatment interface,functional_service_dependence,inferred,county/place,limited,phase10_s05_ohio_npdes,limited,real,inferred,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
DEP-0051-energy,MUNI-3981858,energy,electricity/heating dependence,functional_service_dependence,inferred,county/place,moderate,phase10_s24_pjm,moderate,real,inferred,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
DEP-0051-transport,MUNI-3981858,transport,residence/workplace mobility interface,functional_service_dependence,inferred,county/county_pair,moderate,s11b_lodes_oh_od,limited,real,inferred,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
DEP-0051-climate_hazard,MUNI-3981858,climate_hazard,settlement to physical hazard interface,physical_hazard_interface,inferred,county/regional,limited,phase9_hazard_context,limited,real,inferred,"Hazard interface is not exposure, dose, or health outcome."
